id,service_a,service_b,service_c,service_d,service_e,service_f,service_g,service_h,service_i,service_j,service_k,service_l,service_m,service_n
16757,0.16358798742294312,0.09744603931903839,0.033057861030101776,0.011150931008160114,0.02880489081144333,4.6648012357763946e-05,0.0017784058582037687,0.07298896461725235,0.0005384873365983367,0.8814784288406372,0.9296373724937439,0.00041936157504096627,0.0012400031555444002,0.32218605279922485
9752,0.16605672240257263,0.11354347318410873,0.08140718191862106,0.0012630292912945151,0.03507117182016373,6.711163587169722e-05,0.007460664492100477,0.04808438569307327,0.00040412574890069664,0.9398084282875061,0.8985326290130615,0.0011374348541721702,0.0011610703077167273,0.19270919263362885
12839,0.048754431307315826,0.040367212146520615,0.020318428054451942,0.019678037613630295,0.05888314172625542,9.376851085107774e-05,0.0028088304679840803,0.08786221593618393,0.0007024284568615258,0.9158536791801453,0.8679967522621155,0.0005067523452453315,0.0006359129911288619,0.3323439061641693
7689,0.09680134803056717,0.08023408055305481,0.024112368002533913,0.007668037433177233,0.0314706489443779,9.493924881098792e-05,0.0028340830467641354,0.1637415587902069,0.0006517810979858041,0.9251962304115295,0.8761679530143738,0.00044940842781215906,0.0004566914576571435,0.3522099554538727
6885,0.14467580616474152,0.08652044832706451,0.11324214935302734,0.0013341970043256879,0.01920395903289318,0.00013426884834188968,0.02853209711611271,0.1548161804676056,0.0008423701510764658,0.9228013157844543,0.8528424501419067,0.0005159106804057956,0.003992813173681498,0.1454775035381317
2103,0.9817379117012024,0.7012248635292053,0.21967767179012299,0.0001316022826358676,0.0022315194364637136,0.18364576995372772,0.06237218528985977,0.12363983690738678,0.001622242503799498,0.9571260809898376,0.9256368279457092,0.00014178197307046503,0.0001486994733568281,0.348618745803833
8661,0.2943001091480255,0.21231478452682495,0.08884105831384659,0.00024081295123323798,0.1878059059381485,5.4176209232537076e-05,0.006342628970742226,0.48180651664733887,0.00279505574144423,0.9420753121376038,0.7766849994659424,0.0014963975409045815,0.003301151329651475,0.0009202448418363929
15658,0.03871200978755951,0.05154118314385414,0.028568662703037262,0.0002494464861229062,0.004002186004072428,0.04375775158405304,0.006536319386214018,0.21048355102539062,0.0008822649251669645,0.83906090259552,0.9722225069999695,0.00021653702424373478,0.00032889266731217504,0.34124940633773804
15109,0.6937028169631958,0.36720770597457886,0.562961757183075,3.6980778531869873e-05,0.0629122257232666,7.047832332318649e-05,0.12404104322195053,0.9176328778266907,0.1589430570602417,0.9163587093353271,0.8708480000495911,0.18522390723228455,0.12564493715763092,0.000711639819201082
602,0.06240847706794739,0.041944779455661774,0.50285404920578,4.480062489164993e-05,0.012798379175364971,9.759220847627148e-05,0.2575157582759857,0.025745222344994545,0.00012972964032087475,0.2857908010482788,0.14407563209533691,0.0001437912869732827,0.0001377820153720677,0.0711030662059784
15931,0.2900698482990265,0.3069100081920624,0.3063715398311615,3.552534326445311e-05,0.005124317016452551,9.629266423871741e-05,0.0494193360209465,0.2686189115047455,0.0018423348665237427,0.8290481567382812,0.5001335144042969,0.00043492059921845794,0.000310980889480561,0.0005702268099412322
17554,0.9774218797683716,0.6200162768363953,0.2031412273645401,0.0008722433121874928,0.1094585508108139,7.057886978145689e-05,0.006304260343313217,0.6083309054374695,0.0072885253466665745,0.9183486700057983,0.973239004611969,0.9568460583686829,0.9214961528778076,0.17939434945583344
9944,0.4469919204711914,0.3325560390949249,0.22237873077392578,3.4562886867206544e-05,0.007470055483281612,7.93763465480879e-05,0.019931355491280556,0.09397514164447784,0.0012200047494843602,0.9588037729263306,0.9115832448005676,0.0004350143135525286,0.0001890600979095325,0.0005592760862782598
14340,0.14288374781608582,0.17997248470783234,0.1842038929462433,9.146102092927322e-05,0.012295307591557503,8.581902511650696e-05,0.010541960597038269,0.14585870504379272,0.0003885088372044265,0.8777539134025574,0.8473902940750122,0.0018839971162378788,0.006502886768430471,0.22763541340827942
4356,0.784999430179596,0.2966978847980499,0.2048315703868866,0.0005610863445326686,0.001358437235467136,6.355145160341635e-05,0.0017142979195341468,0.5495783090591431,0.0007296784897334874,0.919356644153595,0.9102249145507812,0.002849387936294079,0.000211865539313294,0.08103084564208984
2011,0.9693619012832642,0.6510170102119446,0.483511358499527,0.00010132212628377602,0.12181490659713745,8.806779078440741e-05,0.029451215639710426,0.8265026807785034,0.03200991079211235,0.7059317827224731,0.7458311915397644,0.7090744972229004,0.8008151054382324,0.0004470986605156213
7164,0.17808414995670319,0.11150228977203369,0.28575628995895386,0.0034569911658763885,0.2747241258621216,7.441920752171427e-05,0.03715986758470535,0.6615172028541565,0.015550955198705196,0.9235213994979858,0.8670375347137451,0.8336462378501892,0.7634374499320984,0.4001230001449585
2177,0.10214290022850037,0.21603606641292572,0.36506322026252747,0.0003206912078894675,0.05438371002674103,0.5589152574539185,0.24152006208896637,0.3626794219017029,0.00027069071074947715,0.937538743019104,0.7468583583831787,0.003059579059481621,0.0014253318076953292,0.24779154360294342
1758,0.023417795076966286,0.020393701270222664,0.013904922641813755,0.0008913165074773133,0.010972206480801105,6.90267188474536e-05,0.0018279204377904534,0.04122195392847061,0.00025520488270558417,0.9630303978919983,0.9639078974723816,0.0002486652520019561,0.00042915038648061454,0.03962309658527374
523,0.5130344033241272,0.3816225528717041,0.329513281583786,5.5250897275982425e-05,0.10092036426067352,7.207727321656421e-05,0.044830963015556335,0.49827924370765686,0.002409497508779168,0.9307924509048462,0.8349472284317017,0.0021251796279102564,0.0027055188547819853,0.000614991644397378
14416,0.04025287926197052,0.03762984275817871,0.012622227892279625,0.0002028598537435755,0.0015686675906181335,5.585695180343464e-05,0.0006871321238577366,0.10805601626634598,0.00029973548953421414,0.893204927444458,0.8039263486862183,0.0004130118468310684,0.0004933812888339162,0.25975558161735535
10480,0.9901912212371826,0.4292498826980591,0.3517279028892517,0.0384569950401783,0.13449005782604218,0.00011893623013747856,0.0022630642633885145,0.5067827701568604,0.001956481486558914,0.9158458709716797,0.9452454447746277,0.981570303440094,0.9744271039962769,0.16337093710899353
11159,0.1563023030757904,0.12191689759492874,0.33065181970596313,6.50163201498799e-05,0.0010918134357780218,0.00013682548888027668,0.05038183555006981,0.17418205738067627,0.0016940846107900143,0.8558403253555298,0.6006956100463867,0.0008811237057670951,0.00017025168926920742,0.5299046635627747
11900,0.06387139856815338,0.0926075279712677,0.04698360711336136,7.95700543676503e-05,0.03100014291703701,0.00012269728176761419,0.01842491328716278,0.2695388197898865,0.00347513472661376,0.9542268514633179,0.9547293186187744,0.000523181923199445,0.0007372349500656128,0.0005099049303680658
12495,0.019528744742274284,0.015321720391511917,0.010512268170714378,0.000542010588105768,0.0018819306278601289,5.055732617620379e-05,0.0004016332095488906,0.022286424413323402,0.00010873265273403376,0.9851629137992859,0.9574857354164124,0.00012720571248792112,0.0003190526913385838,0.04078246280550957
15241,0.22934561967849731,0.22111983597278595,0.12884560227394104,8.529231126885861e-05,0.003550166729837656,0.16820695996284485,0.062115009874105453,0.19482457637786865,0.002371156122535467,0.8090029954910278,0.8104161024093628,0.0005947800236754119,0.00013220198161434382,0.3207329213619232
8262,0.11284845322370529,0.13589642941951752,0.08584561198949814,2.812963975884486e-05,0.006596786435693502,6.615508755203336e-05,0.013693894259631634,0.05325363576412201,0.00018764134438242763,0.9538343548774719,0.9266642928123474,0.00022794699179939926,0.000155533678480424,0.0005584338796325028
1556,0.9911502599716187,0.5163846611976624,0.32132601737976074,6.745721475454047e-05,0.0043437243439257145,7.20616735634394e-05,0.012174424715340137,0.2615776062011719,0.002021268242970109,0.9169880747795105,0.6239191889762878,0.0001363927440252155,0.00018468310008756816,0.42571714520454407
14591,0.3904566764831543,0.7879484295845032,0.2368447184562683,0.0004652973439078778,0.009018306620419025,0.025495683774352074,0.01276609767228365,0.40077435970306396,0.004308849573135376,0.9057043194770813,0.8518831133842468,0.0005692181875929236,0.0008504619472660124,0.3598676323890686
9753,0.9270651936531067,0.6949098706245422,0.5480100512504578,5.570407665800303e-05,0.11687511950731277,6.883654714329168e-05,0.1039738655090332,0.28051722049713135,0.0004702397563960403,0.8993841409683228,0.5765039920806885,0.0010996547061949968,0.002978632925078273,0.00045389405568130314
11880,0.16564929485321045,0.15571697056293488,0.2365412712097168,5.442668043542653e-05,0.18535414338111877,5.023121047997847e-05,0.07093401998281479,0.595162570476532,0.0008102745632641017,0.9097092151641846,0.720891535282135,0.001158576225861907,0.0004820153408218175,0.0005521093844436109
4739,0.19693604111671448,0.2878463864326477,0.39693841338157654,0.0004050595161970705,0.012999029830098152,0.04421970248222351,0.012898659333586693,0.34961608052253723,0.000663642305880785,0.8603895306587219,0.7563868761062622,0.0008912176126614213,0.00022229424212127924,0.27762341499328613
12829,0.9765730500221252,0.6629558205604553,0.5345427989959717,0.00013888489047531039,0.0023002929519861937,9.369906911160797e-05,0.041183557361364365,0.7075541615486145,0.0004911973956041038,0.7850682139396667,0.7055878043174744,0.002016413724049926,0.001390192424878478,0.7418297529220581
7481,0.9678435921669006,0.5476423501968384,0.4147697985172272,0.0006555288564413786,0.011064252816140652,0.12802335619926453,0.0247464869171381,0.7180015444755554,0.0204732958227396,0.9274921417236328,0.8655233979225159,0.0003685121482703835,0.00018101670139003545,0.2835976779460907
14349,0.12544184923171997,0.15210017561912537,0.03035089559853077,0.00077199621591717,0.006663437467068434,6.562377529917285e-05,0.0051633985713124275,0.2117874175310135,0.0009445753530599177,0.9421396851539612,0.8991480469703674,0.0011777837062254548,0.0033354260958731174,0.054668743163347244
2320,0.29344937205314636,0.14648447930812836,0.06339681893587112,4.548813740257174e-05,0.03527546301484108,8.300400077132508e-05,0.013214729726314545,0.08458144962787628,0.00032718011061660945,0.9193212389945984,0.5122998952865601,0.0005676718428730965,0.0012067666975781322,0.0004565373819787055
9674,0.9925433397293091,0.6794247031211853,0.3489753007888794,5.086018791189417e-05,0.007779822219163179,0.00013745985052082688,0.0694236010313034,0.3099461495876312,0.0005466368747875094,0.9206412434577942,0.8589856028556824,0.0003455936966929585,0.00030254159355536103,0.0006246331031434238
13064,0.9822447896003723,0.6520410776138306,0.3740300238132477,0.0001012726643239148,0.001811808324418962,0.10403044521808624,0.062419593334198,0.14860868453979492,0.0006394747761078179,0.8573509454727173,0.8525722026824951,0.0001817411684896797,0.00010365455091232434,0.4186879098415375
1055,0.9870287179946899,0.7589816451072693,0.584874153137207,8.86900961631909e-05,0.003963066264986992,8.715125295566395e-05,0.09045736491680145,0.12066339701414108,0.0006057136342860758,0.8671620488166809,0.5699954628944397,0.0003796374658122659,9.501713793724775e-05,0.3018251955509186
3382,0.1743711531162262,0.2591429054737091,0.17182229459285736,0.0006609414122067392,0.017494961619377136,9.423957817489281e-05,0.003975030966103077,0.2647460103034973,0.0002239456953248009,0.9413495659828186,0.640051007270813,0.0005857690703123808,0.0009304730338044465,0.05778058245778084
17824,0.9668076634407043,0.7835500240325928,0.3267649710178375,0.0005645824130624533,0.01047917827963829,0.13881118595600128,0.21961329877376556,0.22708940505981445,0.00210749264806509,0.6612323522567749,0.6664934754371643,0.00693619716912508,0.0004719387798104435,0.25552454590797424
